Gene,WT_Log,WT_DS,WT_Q,Rpd3_Log,Rpd3_DS,Rpd3_Q
SEC2,5.115,3.832,0.643,5.709,4.713,4.149
SEC20,5.105,4.316,-0.108,5.803,5.096,4.957
SEC21,7.982,5.979,0.527,7.726,6.556,5.568
SEC22,6.848,4.691,0.31,6.6,5.279,2.959
SEC23,7.933,6.552,0.729,7.964,7.263,5.778
SEC24,7.73,6.474,1.301,8.02,7.061,5.019
SEC26,7.617,5.762,0.731,7.911,6.658,5.641
SEC27,7.891,6.1,0.227,8.153,6.902,6.171
SEC28,7.622,5.429,-0.122,7.82,6.3,4.588
SEC3,5.187,4.285,-0.086,5.42,4.579,3.477
SEC31,6.461,5.527,-0.077,6.39,5.883,4.639
SEC39,4.203,3.559,0.587,4.948,4.043,3.68
SEC4,8.343,7.406,4.207,8.431,7.508,6.304
SEC5,4.706,3.68,0.295,4.608,4.129,3.761
SEC53,9.804,6.262,3.436,9.995,7.753,6.714
SEC59,5.204,3.33,-2.808,5.18,4.723,4.221
SEC6,4.841,3.861,-1.308,5.728,4.709,4.117
SEC61,7.66,6.094,0.541,7.536,7.096,5.247
SEC62,7.55,5.951,1.521,7.714,6.534,6.323
SEC63,7.638,4.016,1.255,7.147,5.243,5.17
SEC65,6.802,5.139,-0.251,6.989,5.662,4.482
SEC66,7.107,4.213,1.551,6.973,4.784,4.755
SEC7,6.711,5.338,0.576,6.849,5.796,4.401
SEC72,6.679,4.266,1.019,6.636,4.503,4.549
SEC8,4.646,3.282,-0.816,4.412,3.747,3.349
SEC9,5.124,4.499,1.191,5.669,4.768,4.671
SED1,9.903,10.654,5.413,10.73,10.659,8.881
SED4,5.851,4.922,-1.63,6.251,6.209,4.445
SED5,5.385,2.968,-0.707,6.2,4.452,3.845
SEE1,6.599,4.926,2.257,7.168,6.489,4.805
SEF1,4.199,5.257,2.316,4.561,5.534,5.31
SEH1,6.858,5.615,1.778,6.802,6.155,4.551
SEM1,7.428,7.017,2.583,8.019,6.797,5.488
SEN1,5.754,4.175,1.379,6.179,5.349,4.208
SEN15,5.552,4.346,-0.154,5.545,5.175,4.114
SEN2,4.884,3.417,-0.063,4.957,3.822,3.135
SEN34,4.735,2.094,-2.441,5.54,4.754,4.018
SEN54,4.806,3.68,2.108,5.182,4.064,3.443
SEO1,2.706,3.241,0.958,-4.216,-1.566,-4.644
SER1,7.441,6.424,1.59,7.713,7.329,5.299
SER2,6.4,1.764,-3.292,6.428,3.931,2.889
SER3,6.769,5.153,0.974,6.982,5.841,4.604
SER33,7.154,4.643,0.061,7.361,5.292,4.106
SES1,9.076,6.232,-0.432,8.917,7.299,5.571
SET1,4.952,3.508,0.789,5.539,5.008,4.104
SET2,5.206,2.864,-0.546,5.418,4.086,3.563
SET3,4.096,3.68,0.105,4.474,3.929,3.176
SET4,2.797,1.46,-1.204,2.825,2.293,2.072
SET5,4.304,3.453,-2.386,5.121,4.064,4.22
SET6,4.215,4.729,2.082,4.324,4.362,4.439
SEY1,6.515,5.32,1.406,6.727,6.089,4.594
SFA1,6.835,6.387,3.999,7.516,7.126,5.749
SFB2,5.784,3.463,-0.381,5.917,4.691,3.414
SFB3,7.039,5.036,0.817,7.291,6.316,5.556
SFC1,0.912,9.644,0.871,3.284,10.701,3.732
SFG1,5.547,1.866,-1.772,5.561,2.931,1.881
SFH1,4.715,3.368,-1.079,5.224,3.9,3.203
SFH5,6.729,4.2,-0.44,6.787,5.376,4.006
SFI1,4.09,3.4,-0.138,4.323,3.609,3.187
SFK1,6.298,4.966,0.934,5.944,4.899,4.619
SFL1,3.906,2.842,-0.098,4.249,3.781,3.157
SFP1,6.051,4.373,1.189,5.71,4.892,4.887
SFT1,6.348,5.437,2.909,6.783,6.045,4.57
SFT2,7.189,7.422,2.665,7.493,7.683,5.414
SGA1,2.041,3.484,0.366,4.323,5.443,4.103
SGD1,5.467,2.821,1.075,6.013,4.457,3.843
SGE1,5.809,4.995,1.271,5.736,5.971,4.883
SGF11,6.155,4.221,0.927,6.694,5.209,4.865
SGF29,5.374,4.166,1.102,5.989,5.057,4.958
SGF73,4.133,3.899,0.225,4.514,4.357,4.066
SGM1,4.93,3.72,-0.023,5.45,4.248,4.213
SGN1,4.927,4.672,-0.806,4.795,4.761,3.938
SGO1,3.32,2.074,-1.734,4.966,4.453,4.105
SGS1,4.211,3.599,0.165,5.469,5.034,4.589
SGT1,5.187,4.759,0.795,6.089,5.195,3.861
SGT2,9.124,8.552,3.56,9.201,7.619,6.636
SGV1,5.592,4.131,1.909,6.043,5.251,4.596
SHB17,8.332,4.26,1.205,8.835,6.201,4.912
SHC1,3.318,6.285,3.644,6.495,6.527,6.074
SHE1,3.686,0.481,-5.435,5.307,3.608,2.972
SHE10,6.417,6.236,4.092,7.013,6.351,6.087
SHE2,5.426,3.747,-1.553,6.105,4.864,3.276
SHE3,5.478,2.718,-2.735,5.676,3.8,3.289
SHE4,5.48,5.096,3.216,5.421,5.311,5.77
SHE9,4.783,4.506,-0.694,5.194,6.002,3.676
SHG1,4.485,3.581,-0.347,4.778,4.424,3.344
SHM1,8.084,6.693,1.691,8.396,7.48,6.036
SHM2,8.384,6.606,2.752,7.975,7.755,4.365
SHO1,6.214,3.592,-0.902,7.276,5.866,4.665
SHP1,7.292,6.918,3.679,7.946,6.907,6.569
SHQ1,5.047,2.035,-0.472,5.624,3.764,3.53
SHR3,8.881,7.01,2.971,8.741,7.894,6.104
SHR5,4.834,6.293,1.381,6.249,5.981,2.758
SHS1,5.917,4.004,-1.735,6.223,5.023,4.685
SHU1,3.43,3.552,-1.133,3.255,2.861,2.039
SHU2,3.465,3.485,1.225,3.833,3.64,3.45
SHY1,4.71,5.263,0.963,5.973,6.622,4.413
SIA1,5.211,3.191,-1.66,4.731,3.582,3.61
SIC1,6.12,5.413,3.621,6.422,6.006,5.534
SIF2,4.841,4.495,0.966,5.692,5.302,4.474
SIL1,5.696,2.853,-0.873,5.68,4.416,3.891
SIM1,5.973,4.861,0.233,5.717,5.838,3.672
SIN3,6.036,5.248,1.676,6.528,5.769,4.895
SIN4,5.139,2.487,-2.73,4.911,3.659,2.93
SIP1,5.521,4.566,1.489,5.78,5.224,4.209
SIP18,2.46,12.597,10.065,3.679,10.43,8.461
SIP2,4.166,6.759,2.411,5.132,7.004,4.488
SIP3,4.168,3.92,-2.59,5.106,5.121,3.884
SIP4,1.382,6.955,1.627,4.198,8.017,5.856
SIP5,5.319,5.108,3.239,5.689,5.35,5.844
SIR1,2.631,3.291,-0.516,2.566,3.15,2.408
SIR2,4.795,3.188,-1.137,4.393,4.745,2.088
SIR3,4.549,3.322,0.913,5.357,4.251,4.143
SIR4,4.095,3.613,1.326,4.52,4.031,3.382
SIS1,7.575,7.403,3.738,7.792,5.892,6.397
SIS2,5.736,4.36,2.763,6.169,4.858,4.637
SIT1,5.857,4.353,-0.511,6.543,6.181,6.966
SIT4,5.904,5.06,1.584,5.639,5.57,4.99
SIW14,5.651,4.025,0.004,6.192,4.924,4.101
SIZ1,4.321,3.617,0.86,4.603,4.283,3.758
SKG1,6.136,4.682,-0.143,6.247,5.251,5.241
SKG3,4.758,2.848,-0.227,5.165,4.213,3.923
SKG6,5.556,2.702,-2.283,6.044,4.863,2.99
SKI2,5.479,3.85,-2.336,5.692,4.687,3.697
SKI3,5.302,3.879,-0.864,5.243,4.338,3.581
SKI6,6.393,4.087,-0.24,6.394,5.442,4.397
SKI7,4.146,2.713,-0.983,4.303,3.138,2.46
SKI8,6.711,4.872,-1.123,6.795,5.491,4.41
SKM1,5.876,4.458,-1.248,6.172,5.971,4.615
SKN1,6.149,6.42,4.047,6.074,5.789,5.883
SKN7,6.707,4.171,2.996,6.3,4.579,4.938
SKO1,5.239,3.936,-1.379,5.191,4.596,4.059
SKP1,7.497,7.226,4.724,8.426,7.56,6.57
SKP2,4.883,3.817,0.302,5.33,4.751,3.629
SKS1,5.171,4.727,1.796,5.662,5.317,6.793
SKT5,6.215,3.213,-0.944,6.442,5.038,4.053
SKY1,5.953,4.857,1.68,6.394,5.345,4.894
SLA1,6.708,5.918,3.096,7.151,6.069,5.323
SLA2,6.241,5.484,1.909,7.105,6.674,4.757
SLC1,6.75,4.727,-0.471,7.296,6.03,4.564
SLD2,3.631,2.025,-0.62,4.977,3.501,3.412
SLD3,4.309,3.063,-0.882,4.704,4.23,3.573
SLD5,5.332,3.38,-0.82,5.71,5.173,3.576
SLD7,5.045,3.692,0.121,5.509,4.084,4.213
SLF1,4.418,3.349,0.236,4.998,4.548,3.816
SLG1,7.366,6.11,2.802,6.978,5.819,5.238
SLH1,4.969,4.473,-0.777,4.705,5.523,4.029
SLI1,3.625,3.027,-0.646,4.481,4.001,3.89
SLI15,3.52,1.344,-3.28,4.722,4.106,4.313
SLK19,4.59,2.886,1.071,5.357,4.478,4.123
SLM1,4.941,5.133,2.089,5.171,4.759,5.023
SLM2,4.116,3.411,0.26,4.317,4.381,3.273
SLM3,4.193,3.501,-0.467,5.137,4.95,3.892
SLM4,5.675,5.475,4.041,6.137,5.626,4.667
SLM5,4.189,3.821,-2.021,5.04,4.977,3.239
SLM6,7.059,3.301,0.226,7.45,5.425,4.814
SLN1,5.492,4.277,1.117,6.13,5.35,4.136
SLO1,5.013,4.028,0.935,5.252,4.2,4.026
SLP1,5.111,3.861,-1.518,5.443,5.013,3.82
SLS1,2.053,1.25,-5.207,2.348,2.715,0.962
SLT2,8.01,4.916,2.108,7.519,5.732,5.436
SLU7,4.389,3.633,1.406,4.579,3.998,3.406
SLX1,4.33,3.798,-0.266,4.321,4.047,4.248
SLX4,3.739,3.056,0.694,4.439,3.978,3.412
SLX5,4.253,3.595,2.139,4.876,4.171,4.004
SLX8,4.351,4.176,3.928,5.367,4.588,4.579
SLX9,6.339,3.783,0.096,7.0,5.079,4.332
SLY1,5.752,3.771,0.681,5.973,4.464,3.985
SLY41,5.544,4.311,1.316,5.758,4.225,3.847
SLZ1,3.044,3.106,1.41,3.607,5.094,5.25
SMA1,0.628,0.997,-0.857,-1.246,0.548,3.022
SMA2,3.371,2.716,1.517,2.322,1.837,1.875
SMB1,5.331,4.265,0.266,5.908,4.556,4.115
SMC1,4.635,2.814,-1.869,5.216,4.516,4.143
SMC2,4.549,2.779,-3.78,5.528,4.409,3.676
SMC3,4.671,2.613,-2.476,5.617,5.068,4.339
SMC4,4.518,3.461,-0.979,5.167,4.651,4.449
SMC5,3.799,2.915,-0.403,4.842,4.221,3.079
SMC6,3.899,2.651,-0.954,4.999,4.545,3.603
SMD1,6.727,4.752,1.678,6.575,5.684,4.903
SMD2,5.792,4.298,1.323,5.202,5.009,4.412
SMD3,6.029,4.596,-1.195,6.044,5.004,4.0
SME1,6.336,4.41,0.681,6.733,5.278,4.651
SMF1,5.855,6.234,0.856,6.645,7.381,4.533
SMF2,6.411,6.288,-0.843,6.61,7.13,4.874
SMF3,6.054,5.897,2.722,6.291,5.716,5.062
SMI1,7.152,4.166,-1.324,7.239,5.381,5.095
SMK1,3.877,3.596,0.774,1.606,1.694,2.91
SML1,8.326,7.826,2.832,8.727,8.686,6.67
SMM1,6.706,3.855,0.349,6.714,5.982,4.691
SMP1,4.329,1.743,-2.346,2.106,2.145,2.448
SMP3,4.871,4.333,0.466,4.73,5.056,3.506
SMT3,8.675,7.269,3.264,9.183,8.063,6.299
SMX2,6.564,5.645,-0.296,6.444,6.43,4.219
SMX3,6.552,6.093,2.415,6.325,6.429,6.778
SMY1,5.42,4.075,0.614,5.565,4.834,4.077
SMY2,5.36,4.522,0.179,5.914,5.529,4.683
SNA2,6.138,7.087,4.46,6.252,7.314,5.341
SNA3,7.239,8.372,5.471,7.875,8.362,7.156
SNA4,5.331,5.255,1.669,6.02,6.344,5.026
SNC1,6.904,7.234,4.131,8.239,7.357,6.322
SNC2,7.547,6.886,4.628,7.693,6.564,6.299
SNF1,6.489,5.724,3.056,6.782,6.016,5.238
SNF11,5.691,4.397,2.488,5.584,4.532,4.893
SNF12,4.398,3.378,-0.471,4.88,3.994,3.348
SNF2,5.035,4.531,1.879,5.418,4.715,4.559
SNF3,3.834,5.559,2.139,4.671,5.876,4.955
SNF4,7.074,6.095,0.785,7.115,6.558,4.861
SNF5,3.375,2.953,-0.766,3.949,3.803,3.517
SNF6,5.519,4.963,2.208,6.179,4.984,4.777
SNF7,5.732,5.711,3.035,6.638,5.865,5.257
SNF8,5.061,4.654,0.732,5.153,4.888,3.948
SNG1,2.934,3.966,-1.325,2.895,4.314,2.648
SNL1,6.841,4.211,-1.674,6.956,5.118,3.839
SNM1,4.414,3.337,-1.237,5.231,4.402,3.38
SNN1,4.932,5.06,-0.668,4.847,5.398,4.135
SNO1,3.945,5.695,0.838,5.144,7.536,4.473
SNO2,3.24,3.747,0.073,-0.083,0.387,-0.206
SNO3,3.28,3.854,0.073,-0.668,0.124,-0.412
SNO4,-1.882,4.23,1.684,-1.776,-0.057,-0.312
SNP1,4.03,3.047,-1.437,4.493,4.006,3.105
SNQ2,6.783,6.61,1.408,7.881,6.184,4.217
SNT1,5.244,4.89,1.409,5.455,4.911,4.473
SNT2,4.228,4.06,1.507,4.434,4.419,3.874
SNT309,5.134,4.497,3.371,5.672,4.929,4.886
SNU114,5.384,3.695,0.497,5.307,4.353,4.328
SNU13,10.521,4.889,1.7,9.869,7.413,7.194
SNU23,4.397,2.736,0.301,4.797,3.026,3.377
SNU56,4.377,2.633,-0.406,4.68,3.732,2.961
SNU66,4.096,3.063,-1.189,4.715,3.785,3.182
SNU71,4.971,3.827,1.705,5.532,4.491,4.015
SNX3,5.854,5.114,1.491,6.906,6.017,4.523
SNX4,5.223,4.869,2.723,5.552,4.941,4.99
SNX41,3.175,3.096,-1.356,3.432,3.799,2.998
SNZ1,4.909,6.607,7.06,5.672,8.561,6.465
SNZ2,3.586,5.288,-1.609,1.023,1.803,1.088
SNZ3,3.522,5.221,-1.609,0.94,1.456,0.939
SOD1,10.382,11.439,6.133,11.092,11.819,8.67
SOD2,7.319,9.536,4.158,8.677,9.315,6.205
SOF1,6.904,3.152,0.608,6.941,5.265,4.379
SOG2,4.807,3.682,1.062,4.896,4.462,3.862
SOH1,5.541,3.786,0.111,5.771,5.034,5.261
SOK1,5.633,4.716,2.436,5.303,4.844,5.085
SOK2,4.844,2.544,0.968,4.606,3.643,4.335
SOL1,4.761,5.93,2.308,5.185,5.729,4.669
SOL2,6.084,6.438,3.487,6.761,6.646,5.748
SOL3,7.906,4.147,-0.799,8.62,7.133,5.494
SOL4,3.111,7.881,2.138,2.832,5.822,4.11
SOM1,4.99,4.909,0.707,5.849,5.655,3.614
SOP4,7.046,5.258,-3.255,7.808,6.298,4.53
SOR1,3.233,1.553,-1.106,1.21,0.534,1.776
SOR2,3.042,1.348,-1.492,0.814,0.925,1.302
SOV1,3.818,2.702,-0.865,3.504,3.514,3.906
SPA2,5.456,3.306,-0.577,6.003,4.503,3.54
SPB1,7.097,2.352,-0.278,7.083,4.611,4.446
SPB4,5.972,4.037,1.352,5.555,4.962,4.351
SPC1,5.963,4.376,0.577,5.521,4.765,4.181
SPC105,4.147,3.274,0.003,5.158,4.374,4.338
SPC110,4.342,2.997,-0.733,4.971,4.167,4.36
SPC19,4.947,4.555,1.648,5.69,5.431,4.09
SPC2,6.155,5.165,0.288,6.675,6.163,4.689
SPC24,3.55,2.343,-4.682,5.196,4.237,3.304
SPC25,4.63,3.54,1.547,4.925,5.143,3.553
SPC29,3.432,2.094,-2.853,4.717,4.174,3.261
SPC3,6.803,5.177,1.211,6.939,5.889,4.662
SPC34,4.081,3.991,1.464,5.239,5.11,4.273
SPC42,4.362,2.51,-0.262,4.893,3.668,3.645
SPC72,3.661,2.504,-3.057,3.846,3.578,2.928
SPC97,3.827,2.09,-2.658,4.927,4.244,3.032
SPC98,4.471,2.655,-0.613,4.786,3.847,2.95
SPE1,7.35,6.419,2.22,7.578,7.35,5.114
SPE2,6.726,4.778,-1.625,6.73,6.027,4.106
SPE3,8.799,5.974,1.801,8.816,6.638,4.475
SPE4,6.171,3.57,-2.742,6.039,5.52,2.928
SPF1,8.581,6.264,2.831,8.442,7.123,5.799
SPG1,1.836,9.64,10.538,3.469,6.894,11.043
SPG3,3.413,4.237,3.516,3.17,4.211,3.854
SPG4,1.375,10.093,9.463,1.501,8.261,10.83
SPG5,6.313,8.55,8.206,8.201,9.564,9.983
SPH1,2.928,1.165,-4.398,4.149,3.614,2.73
SPI1,4.527,7.726,4.056,3.119,5.593,6.985
SPL2,7.68,7.442,2.986,7.384,7.379,6.503
SPN1,6.318,5.219,3.512,6.96,5.422,5.389
SPO1,3.157,3.362,0.592,3.723,4.003,4.75
SPO11,1.865,1.416,-3.107,3.7,4.085,2.918
SPO12,5.281,5.042,-1.156,6.8,6.591,4.95
SPO13,1.867,0.34,-5.781,2.672,2.896,3.038
SPO14,5.163,4.633,1.856,5.126,4.626,4.225
SPO16,2.544,0.387,-3.822,4.357,5.116,4.324
SPO19,2.736,-0.812,0.678,2.534,-0.883,1.009
SPO20,0.854,0.738,1.55,0.722,1.087,3.586
SPO21,2.263,1.023,-3.025,2.471,1.201,2.044
SPO22,2.93,2.334,-0.469,3.382,3.274,3.533
SPO23,1.143,0.868,-3.612,-1.703,0.432,0.716
SPO7,5.423,4.183,-0.709,5.027,4.491,3.928
SPO71,3.488,3.349,0.051,4.099,3.943,3.818
SPO73,4.571,4.413,0.103,4.485,4.791,3.801
SPO74,2.084,1.053,-0.44,1.624,0.571,-0.093
SPO75,3.204,3.751,-1.162,3.37,3.927,3.012
SPO77,3.361,0.319,-4.558,2.559,1.661,-0.227
SPP1,4.179,4.35,1.809,5.043,4.851,4.188
SPP2,4.799,4.723,0.481,5.368,5.055,4.374
SPP381,4.35,2.851,-0.631,4.749,3.714,3.806
SPP382,3.633,2.398,0.308,4.267,3.63,3.33
SPP41,4.384,3.553,1.529,4.974,4.414,4.281
SPR1,2.774,2.555,0.186,1.978,3.046,2.644
SPR28,1.14,0.074,0.535,-0.529,-0.051,0.362
SPR3,-0.168,0.681,-4.497,-1.671,-0.304,-1.174
SPR6,2.945,3.039,2.327,4.443,3.753,3.765
SPS1,2.94,0.977,-1.792,2.052,-0.317,0.104
SPS100,2.045,7.804,7.06,3.652,4.08,9.657
SPS18,3.474,0.935,-2.207,2.98,1.067,0.491
SPS19,3.686,6.482,5.857,3.207,3.314,6.253
SPS2,2.044,0.83,-3.829,0.623,0.298,-0.691
SPS22,1.246,0.815,-1.558,0.162,0.225,1.207
SPS4,1.52,-0.049,-0.87,-0.348,-1.171,-2.198
SPT10,4.35,3.37,-0.507,4.734,4.4,3.879
SPT14,5.736,3.008,-2.015,5.642,4.69,3.958
SPT15,7.587,5.418,2.889,7.339,5.626,5.662
SPT16,6.998,5.485,0.726,7.253,5.926,4.767
SPT2,5.654,4.467,2.642,5.971,4.349,4.367
SPT20,4.855,3.541,0.261,5.193,4.203,3.95
SPT21,4.157,1.454,-2.562,4.954,3.806,3.345
SPT23,5.539,5.029,2.157,5.587,5.149,4.642
SPT3,4.622,3.453,-0.315,5.415,4.506,4.07
SPT4,5.722,3.37,-1.594,6.051,4.568,3.98
SPT5,5.712,4.503,4.163,6.111,5.07,5.054
SPT6,6.914,5.345,3.637,7.122,5.564,4.893
SPT7,4.735,3.881,0.368,5.061,4.47,4.257
SPT8,4.47,3.346,0.959,4.819,3.908,3.515
SQS1,4.867,3.581,1.19,5.322,4.24,3.788
SQT1,8.275,4.057,-0.201,8.121,5.748,4.691
SRB2,6.574,5.116,-0.516,6.512,5.992,4.143
SRB4,5.021,3.695,-1.386,5.205,4.426,3.632
SRB5,4.416,3.382,-2.474,4.794,4.074,3.597
SRB6,5.373,4.58,-0.555,5.642,5.721,4.374
SRB7,6.042,4.807,-0.577,5.776,5.417,3.713
SRB8,4.316,3.349,-2.26,4.401,4.009,3.262
SRC1,5.057,4.905,3.993,6.211,5.297,6.079
SRD1,5.226,3.011,-0.87,4.807,2.764,1.895
SRF1,5.21,4.387,1.448,5.788,4.802,4.638
SRG1,6.994,6.991,1.18,6.747,7.12,5.149
SRL1,7.051,4.326,-6.244,7.142,5.561,2.425
SRL2,4.029,3.537,0.845,3.148,2.298,2.762
SRL3,6.639,4.47,-0.649,6.323,5.602,4.361
SRL4,-0.316,0.104,0.997,-2.053,-0.879,3.934
SRM1,6.927,4.13,-2.62,7.484,5.986,4.86
SRN2,4.085,3.348,0.799,4.284,3.202,3.222
SRO7,4.811,3.6,-0.8,5.072,4.313,4.042
SRO77,3.795,3.601,1.026,5.056,4.75,3.915
SRO9,6.572,2.198,-0.812,6.696,4.595,4.057
SRP1,7.973,6.144,1.595,7.881,6.656,5.551
SRP101,6.393,4.115,-1.22,6.175,4.959,4.097
SRP102,6.213,3.17,-0.879,6.422,4.546,3.592
SRP14,7.289,5.326,2.263,7.016,5.906,4.428
SRP21,6.16,4.258,-1.325,6.305,4.72,4.396
SRP40,6.138,2.331,-0.916,6.633,4.167,3.721
SRP54,6.556,5.466,3.031,7.128,6.483,5.019
SRP68,7.068,4.609,-0.787,6.858,5.323,5.122
SRP72,6.631,4.255,-1.149,6.595,4.923,4.826
SRS2,4.938,3.425,0.573,5.876,5.314,4.775
SRT1,-0.276,-0.368,-0.686,2.33,4.911,4.547
SRV2,7.081,6.072,0.731,7.716,6.671,5.242
SRX1,1.413,3.624,-0.491,4.266,3.79,2.571
SRY1,5.423,5.279,0.66,3.568,3.774,3.988
SSA1,10.139,10.138,2.063,10.938,9.149,6.879
SSA2,11.711,9.584,1.43,11.947,8.806,6.465
SSA3,3.809,8.097,6.695,5.328,7.009,9.445
SSA4,3.752,6.264,0.853,5.831,4.571,4.026
SSB1,11.624,6.536,1.994,11.401,8.555,6.741
SSB2,11.661,7.346,3.385,11.59,9.179,7.415
SSC1,8.763,8.465,4.934,9.199,8.951,6.865
SSD1,6.968,6.678,4.267,6.809,6.457,6.141
SSE1,10.278,8.315,3.41,10.527,7.147,7.031
SSE2,4.096,7.774,4.96,5.83,6.063,7.01
SSF1,6.426,2.097,-0.328,7.009,5.053,4.903
SSF2,5.3,3.442,-0.095,5.748,4.821,4.015
SSH1,8.439,6.246,1.833,8.357,6.827,5.569
SSH4,4.267,4.896,2.791,4.646,5.067,4.752
SSK1,5.711,3.773,0.809,5.478,4.143,4.188
SSK2,4.6,4.0,1.369,4.782,4.137,3.605
SSK22,4.671,2.501,-1.961,5.364,4.703,3.882
SSL1,5.55,4.804,1.985,5.723,5.221,4.974
SSL2,5.871,4.988,4.096,6.123,5.24,5.055
SSM4,6.659,5.157,1.559,6.756,5.794,5.18
SSN2,4.015,4.015,0.251,5.024,4.926,3.948
SSN3,5.34,3.916,-0.076,5.313,4.887,4.026
SSN8,4.279,3.52,0.503,4.411,4.023,3.365
SSO1,7.419,6.223,2.717,7.866,6.847,6.121
SSO2,6.429,5.276,-0.945,6.507,5.548,3.962
SSP1,2.253,1.38,-3.133,-0.989,-1.22,-2.128
SSP120,6.994,6.652,3.47,7.234,6.712,5.614
SSP2,1.853,0.407,-2.467,2.46,2.322,1.854
SSQ1,4.475,4.874,2.527,5.094,5.812,3.991
SSS1,8.729,6.295,2.272,8.693,7.377,5.284
SST2,5.833,3.001,-1.029,4.174,3.387,3.232
SSU1,4.655,6.232,3.975,5.162,7.189,5.295
SSU72,4.496,3.506,-2.304,4.815,4.373,2.14
SSY1,4.572,4.02,3.25,4.81,4.409,4.946
SSY5,5.157,4.468,1.807,5.746,5.528,5.0
SSZ1,9.575,6.07,1.087,9.762,7.391,5.872
STB1,3.512,2.316,-2.361,4.497,4.055,3.005
STB2,3.25,4.097,2.76,4.408,4.274,5.061
STB3,4.678,4.415,1.661,5.118,4.766,4.815
STB4,4.292,4.137,0.551,4.716,4.953,4.424
STB5,3.287,3.007,-1.662,4.474,4.522,3.175
STB6,4.383,0.993,-1.886,4.337,2.475,2.487
STD1,5.885,1.776,-2.54,5.606,2.688,2.94
STE11,4.24,4.113,2.047,4.889,4.719,4.42
STE12,5.436,1.937,-0.997,4.636,2.85,2.891
STE13,5.151,4.507,1.952,4.918,4.637,4.494
STE14,5.714,3.632,-1.652,5.276,4.392,2.411
STE18,6.163,5.898,2.05,6.195,5.72,4.802
STE2,8.498,4.51,-0.357,6.915,5.054,3.51
STE20,5.1,3.326,-1.373,5.127,4.454,3.604
STE23,6.183,5.286,-0.054,6.847,6.286,4.544
STE24,7.265,6.561,1.796,7.465,6.895,5.825
STE3,0.624,0.023,-0.524,-2.861,-0.99,-0.648
STE4,7.235,4.106,1.14,6.873,4.585,4.37
STE5,5.354,3.533,-0.97,4.958,3.645,3.283
STE50,4.945,4.696,-0.187,5.8,5.445,4.268
STE6,6.788,4.176,-1.874,5.294,4.315,3.795
STE7,4.522,3.818,0.986,4.572,4.364,3.909
STF1,4.981,9.297,5.33,6.548,8.976,7.278
STF2,7.848,10.309,5.818,7.452,9.745,9.047
STH1,6.034,4.313,1.623,6.026,4.938,4.643
STI1,7.968,8.548,4.747,8.809,7.237,7.331
STL1,2.556,7.537,0.982,1.461,6.686,2.527
STM1,11.598,7.192,4.372,11.623,8.564,6.824
STN1,3.511,3.485,0.523,4.123,4.295,3.847
STO1,7.095,5.196,1.725,6.448,5.219,4.387
STP1,5.35,5.136,2.715,5.988,5.428,5.08
STP2,5.88,5.626,2.757,6.162,5.978,6.137
STP22,4.869,4.791,-0.248,5.454,5.752,4.021
STP3,6.204,5.949,2.101,6.532,7.061,6.531
STP4,5.53,5.536,0.951,4.933,4.416,4.898
STR2,4.911,5.874,1.399,5.513,6.352,4.417
STR3,2.759,5.151,2.123,5.305,5.792,3.831
STS1,6.369,5.032,2.692,6.777,5.361,5.846
STT3,7.811,5.271,0.086,8.038,6.657,5.131
STT4,5.929,4.591,-1.193,6.132,5.977,4.278
STU1,3.705,2.772,-0.715,4.418,4.185,4.309
STU2,4.919,3.181,-1.233,6.046,4.943,3.897
STV1,5.878,4.908,1.193,6.625,5.741,5.027
SUA5,6.447,3.547,-0.233,6.623,5.653,4.561
SUA7,6.937,5.242,4.012,7.327,6.197,5.16
SUB1,6.454,4.869,2.037,6.301,5.319,4.551
SUB2,9.407,6.778,3.078,9.515,7.347,5.844
SUC2,6.138,6.103,0.632,5.443,6.806,5.901
SUE1,2.443,7.157,4.669,4.225,6.257,4.988
SUI1,10.04,7.416,6.04,10.182,8.095,7.929
SUI2,8.375,5.216,1.575,7.9,6.023,5.308
SUI3,9.11,6.316,2.063,8.764,7.316,6.05
SUL1,4.063,3.458,0.85,3.292,3.627,5.932
SUL2,2.967,3.038,-1.42,3.128,3.224,3.01
SUM1,5.305,3.808,2.555,5.12,3.37,4.299
SUN4,8.734,5.984,-1.837,8.045,6.22,3.886
SUP35,8.377,5.852,2.324,8.294,6.616,5.686
SUP45,9.017,5.647,2.188,8.433,6.582,5.372
SUR1,7.606,6.997,4.782,7.613,7.054,7.295
SUR2,7.841,4.051,3.712,7.894,5.968,7.263
SUR4,8.622,3.665,-0.923,8.402,6.271,4.713
SUR7,7.336,5.831,-2.085,7.111,6.924,3.656
SUS1,5.826,5.412,1.21,5.237,5.265,3.638
SUT1,4.749,0.85,-3.239,3.491,1.714,2.497
SUT2,5.789,3.301,0.341,4.792,4.666,5.119
SUV3,4.348,3.253,-1.198,4.64,4.67,2.821
SVF1,8.212,5.18,2.569,8.313,6.587,6.034
SVL3,5.503,3.053,-0.058,5.184,4.255,3.351
SVP26,6.343,5.12,0.641,6.279,5.683,3.804
SVS1,6.537,4.408,-0.667,7.165,6.139,3.766
SWA2,4.29,3.437,-0.995,4.634,4.066,3.316
SWC3,3.882,3.061,-0.852,4.678,4.024,3.529
SWC4,4.687,3.72,1.294,5.047,3.92,3.581
